City,Date,High,Low,Average,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth 
New York,9/7/2013,80,59,69.5,-1.6,0,5,0,0,0
New York,9/8/2013,83,64,73.5,2.7,0,9,T,0,0
New York,9/9/2013,73,57,65,-5.5,0,0,0,0,0
New York,9/10/2013,87,68,77.5,7.3,0,13,0.01,0,0
New York,9/11/2013,96,77,86.5,16.7,0,22,0,0,0
New York,9/12/2013,87,70,78.5,9,0,14,1.6,0,0
New York,9/13/2013,77,59,68,-1.1,0,3,0.06,0,0
New York,9/14/2013,67,54,60.5,-8.3,4,0,0,0,0
New York,9/15/2013,73,51,62,-6.4,3,0,0,0,0
New York,9/16/2013,73,56,64.5,-3.5,0,0,0.03,0,0
New York,9/17/2013,65,50,57.5,-10.2,7,0,0,0,0
New York,9/18/2013,72,51,61.5,-5.8,3,0,0,0,0
New York,9/19/2013,78,55,66.5,-0.4,0,2,0,0,0
New York,9/20/2013,79,60,69.5,3,0,5,0,0,0
New York,9/21/2013,77,61,69,2.9,0,4,0.72,0,0
New York,9/22/2013,69,54,61.5,-4.2,3,0,0.45,0,0
New York,9/23/2013,66,50,58,-7.3,7,0,0,0,0
New York,9/24/2013,73,47,60,-4.9,5,0,0,0,0
New York,9/25/2013,73,52,62.5,-2,2,0,0,0,0
New York,9/26/2013,71,58,64.5,0.4,0,0,0,0,0
New York,9/27/2013,69,57,63,-0.7,2,0,0,0,0
New York,9/28/2013,73,56,64.5,1.2,0,0,0,0,0
New York,9/29/2013,72,57,64.5,1.6,0,0,0,0,0
New York,9/30/2013,75,56,65.5,3,0,1,0,0,0
New York,10/1/2013,82,59,70.5,8.4,0,6,0,0,0
New York,10/2/2013,83,64,73.5,11.8,0,9,0,0,0
New York,10/3/2013,78,63,70.5,9.2,0,6,0,0,0
New York,10/4/2013,86,66,76,15.1,0,11,T,0,0
New York,10/5/2013,76,64,70,9.5,0,5,0,0,0
New York,10/6/2013,70,65,67.5,7.3,0,3,T,0,0
New York,10/7/2013,76,60,68,8.2,0,3,0.25,0,0
New York,10/8/2013,67,54,60.5,1.1,4,0,0,0,0
New York,10/9/2013,62,53,57.5,-1.6,7,0,0,0,0
New York,10/10/2013,65,54,59.5,0.8,5,0,T,0,0
New York,10/11/2013,68,60,64,5.6,1,0,0.02,0,0
New York,10/12/2013,72,60,66,8,0,1,0,0,0
New York,10/13/2013,65,56,60.5,2.8,4,0,0,0,0
New York,10/14/2013,66,52,59,1.7,6,0,0,0,0
New York,10/15/2013,72,53,62.5,5.5,2,0,0,0,0
New York,10/16/2013,67,56,61.5,4.8,3,0,0,0,0
New York,10/17/2013,73,61,67,10.6,0,2,0.02,0,0
New York,10/18/2013,68,55,61.5,5.4,3,0,0,0,0
New York,10/19/2013,64,52,58,2.2,7,0,0.01,0,0
New York,10/20/2013,63,50,56.5,1,8,0,0,0,0
New York,10/21/2013,66,50,58,2.8,7,0,0,0,0
New York,10/22/2013,67,51,59,4.1,6,0,0,0,0
New York,10/23/2013,55,45,50,-4.6,15,0,0,0,0
New York,10/24/2013,54,41,47.5,-6.8,17,0,0,0,0
New York,10/25/2013,53,40,46.5,-7.5,18,0,0,0,0
New York,10/26/2013,55,41,48,-5.7,17,0,0,0,0
New York,10/27/2013,58,46,52,-1.5,13,0,0,0,0
New York,10/28/2013,61,43,52,-1.2,13,0,0,0,0
New York,10/29/2013,56,44,50,-2.9,15,0,0,0,0
New York,10/30/2013,60,47,53.5,0.9,11,0,0,0,0
New York,10/31/2013,66,53,59.5,7.1,5,0,0.06,0,0
New York,11/1/2013,70,59,64.5,12.4,0,0,0.13,0,0
New York,11/2/2013,68,55,61.5,9.7,3,0,0,0,0
New York,11/3/2013,55,37,46,-5.5,19,0,0,0,0
New York,11/4/2013,46,35,40.5,-10.8,24,0,0,0,0
New York,11/5/2013,55,41,48,-3,17,0,0,0,0
New York,11/6/2013,61,49,55,4.3,10,0,0,0,0
New York,11/7/2013,64,44,54,3.6,11,0,0.13,0,0
New York,11/8/2013,50,40,45,-5.1,20,0,0,0,0
New York,11/9/2013,50,38,44,-5.8,21,0,0,0,0
New York,11/10/2013,61,44,52.5,3,12,0,T,0,0
New York,11/11/2013,53,43,48,-1.2,17,0,0,0,0
New York,11/12/2013,52,31,41.5,-7.4,23,0,0.03,T,0
New York,11/13/2013,39,29,34,-14.6,31,0,0,0,0
New York,11/14/2013,52,33,42.5,-5.8,22,0,0,0,0
New York,11/15/2013,57,44,50.5,2.5,14,0,0,0,0
New York,11/16/2013,60,45,52.5,4.8,12,0,0.05,0,0
New York,11/17/2013,60,51,55.5,8.1,9,0,0.03,0,0
New York,11/18/2013,65,51,58,11,7,0,0.22,0,0
New York,11/19/2013,51,36,43.5,-3.2,21,0,0,0,0
New York,11/20/2013,44,32,38,-8.4,27,0,0,0,0
New York,11/21/2013,52,35,43.5,-2.5,21,0,0,0,0
New York,11/22/2013,57,51,54,8.3,11,0,0.07,0,0
New York,11/23/2013,54,31,42.5,-2.8,22,0,T,T,0
New York,11/24/2013,30,23,26.5,-18.5,38,0,0,0,0
New York,11/25/2013,35,23,29,-15.6,36,0,0,0,0
New York,11/26/2013,47,33,40,-4.3,25,0,0.51,T,0
New York,11/27/2013,62,35,48.5,4.6,16,0,1.98,0,0
New York,11/28/2013,35,30,32.5,-11,32,0,0,0,0
New York,11/29/2013,39,29,34,-9.2,31,0,0,0,0
New York,11/30/2013,39,25,32,-10.8,33,0,0,0,0
New York,12/1/2013,49,36,42.5,0.1,22,0,0,0,0
New York,12/2/2013,49,41,45,2.9,20,0,0,0,0
New York,12/3/2013,53,38,45.5,3.8,19,0,0,0,0
New York,12/4/2013,52,41,46.5,5.2,18,0,0,0,0
New York,12/5/2013,60,48,54,13,11,0,0.01,0,0
New York,12/6/2013,62,37,49.5,8.9,15,0,0.73,0,0
New York,12/7/2013,41,32,36.5,-3.8,28,0,0.14,T,0
New York,12/8/2013,33,29,31,-8.9,34,0,0.08,0.7,0
New York,12/9/2013,39,31,35,-4.5,30,0,0.3,T,T
New York,12/10/2013,37,30,33.5,-5.7,31,0,0.23,1.4,0
New York,12/11/2013,33,27,30,-8.9,35,0,0,0,0
New York,12/12/2013,30,23,26.5,-12,38,0,0,0,0
New York,12/13/2013,35,23,29,-9.2,36,0,0,0,0
New York,12/14/2013,34,22,28,-9.9,37,0,0.73,5,0
New York,12/15/2013,40,30,35,-2.5,30,0,0.72,0,3
New York,12/16/2013,33,25,29,-8.2,36,0,0,0,3
New York,12/17/2013,32,24,28,-8.9,37,0,0.19,1.5,3
New York,12/18/2013,37,23,30,-6.6,35,0,0,0,4
New York,12/19/2013,47,30,38.5,2.2,26,0,0,0,3
New York,12/20/2013,53,41,47,11,18,0,0,0,3
New York,12/21/2013,65,51,58,22.2,7,0,0.01,0,1
New York,12/22/2013,71,61,66,30.5,0,1,T,0,0
New York,12/23/2013,64,42,53,17.8,12,0,0.51,0,0
New York,12/24/2013,42,26,34,-1,31,0,T,T,0
New York,12/25/2013,31,19,25,-9.8,40,0,0,0,0
New York,12/26/2013,36,30,33,-1.5,32,0,T,T,0
New York,12/27/2013,40,31,35.5,1.2,29,0,0,0,0
New York,12/28/2013,55,36,45.5,11.4,19,0,0,0,0
New York,12/29/2013,48,41,44.5,10.6,20,0,1.2,0,0
New York,12/30/2013,45,23,34,0.3,31,0,0,0,0
New York,12/31/2013,32,21,26.5,-7.1,38,0,T,T,0
New York,1/1/2014,33,24,28.5,-4.9,36,0,0,0,0
New York,1/2/2014,33,18,25.5,-7.8,39,0,0.33,3.1,0
New York,1/3/2014,18,9,13.5,-19.6,51,0,0.29,3.3,6
New York,1/4/2014,29,8,18.5,-14.5,46,0,0,0,6
New York,1/5/2014,40,27,33.5,0.6,31,0,0.14,T,4
New York,1/6/2014,55,19,37,4.2,28,0,0.36,0,1
New York,1/7/2014,19,4,11.5,-21.2,53,0,0,0,0
New York,1/8/2014,22,9,15.5,-17.1,49,0,0,0,0
New York,1/9/2014,32,22,27,-5.5,38,0,0,0,0
New York,1/10/2014,37,30,33.5,1.1,31,0,0.11,T,0
New York,1/11/2014,58,37,47.5,15.1,17,0,0.5,0,0
New York,1/12/2014,54,38,46,13.7,19,0,0.05,0,0
New York,1/13/2014,51,37,44,11.7,21,0,0,0,0
New York,1/14/2014,52,44,48,15.7,17,0,0.38,0,0
New York,1/15/2014,47,39,43,10.7,22,0,0,0,0
New York,1/16/2014,42,36,39,6.8,26,0,0,0,0
New York,1/17/2014,44,33,38.5,6.3,26,0,0,0,0
New York,1/18/2014,41,29,35,2.7,30,0,0.07,T,0
New York,1/19/2014,38,24,31,-1.3,34,0,0,0,0
New York,1/20/2014,46,31,38.5,6.2,26,0,0,0,0
New York,1/21/2014,31,11,21,-11.3,44,0,0.46,11,0
New York,1/22/2014,17,5,11,-21.4,54,0,0.02,0.5,11
New York,1/23/2014,20,7,13.5,-18.9,51,0,0,0,7
New York,1/24/2014,20,10,15,-17.5,50,0,0,0,6
New York,1/25/2014,28,19,23.5,-9,41,0,0.04,1,4
New York,1/26/2014,34,17,25.5,-7.1,39,0,0,T,4
New York,1/27/2014,44,21,32.5,-0.2,32,0,0,0,3
New York,1/28/2014,21,12,16.5,-16.3,48,0,0,0,1
New York,1/29/2014,23,14,18.5,-14.4,46,0,0.04,0.8,2
New York,1/30/2014,30,16,23,-10,42,0,0,0,1
New York,1/31/2014,39,25,32,-1.1,33,0,0,0,1
New York,2/1/2014,45,36,40.5,7.3,24,0,0,0,1
New York,2/2/2014,56,39,47.5,14.2,17,0,T,0,1
New York,2/3/2014,43,27,35,1.6,30,0,1.17,8,1
New York,2/4/2014,35,22,28.5,-5,36,0,0,0,8
New York,2/5/2014,34,29,31.5,-2.2,33,0,1.43,4,9
New York,2/6/2014,32,21,26.5,-7.3,38,0,0,0,9
New York,2/7/2014,32,24,28,-5.9,37,0,0,0,9
New York,2/8/2014,29,21,25,-9.1,40,0,0,0,9
New York,2/9/2014,31,21,26,-8.2,39,0,0.1,1.2,8
New York,2/10/2014,29,21,25,-9.4,40,0,0,0,10
New York,2/11/2014,26,16,21,-13.5,44,0,0,0,10
New York,2/12/2014,25,13,19,-15.7,46,0,0,0,10
New York,2/13/2014,36,24,30,-4.9,35,0,1.78,9.5,12
New York,2/14/2014,40,31,35.5,0.5,29,0,0.3,3,18
New York,2/15/2014,37,27,32,-3.2,33,0,0.13,1.6,18
New York,2/16/2014,30,21,25.5,-9.9,39,0,0,0,18
New York,2/17/2014,32,18,25,-10.6,40,0,0,0,17
New York,2/18/2014,39,26,32.5,-3.2,32,0,0.16,1.5,18
New York,2/19/2014,45,34,39.5,3.6,25,0,0.26,0,17
New York,2/20/2014,51,37,44,7.9,21,0,0.03,0,15
New York,2/21/2014,49,36,42.5,6.2,22,0,0.09,0,13
New York,2/22/2014,54,40,47,10.5,18,0,0,0,10
New York,2/23/2014,54,43,48.5,11.8,16,0,T,0,9
New York,2/24/2014,44,27,35.5,-1.5,29,0,0,0,6
New York,2/25/2014,33,24,28.5,-8.7,36,0,0,0,6
New York,2/26/2014,31,20,25.5,-11.9,39,0,0.03,0.2,6
New York,2/27/2014,34,14,24,-13.6,41,0,0,0,6
New York,2/28/2014,24,9,16.5,-21.4,48,0,0,0,6
New York,3/1/2014,37,20,28.5,-9.6,36,0,0,0,6
New York,3/2/2014,40,32,36,-2.3,29,0,T,T,5
New York,3/3/2014,32,17,24.5,-14.1,40,0,0.04,0.1,5
New York,3/4/2014,29,13,21,-17.8,44,0,0,0,5
New York,3/5/2014,39,26,32.5,-6.6,32,0,0,0,4
New York,3/6/2014,31,16,23.5,-15.9,41,0,0,0,4
New York,3/7/2014,37,26,31.5,-8.1,33,0,0,0,4
New York,3/8/2014,57,35,46,6.1,19,0,0,0,3
New York,3/9/2014,44,36,40,-0.2,25,0,0,0,2
New York,3/10/2014,51,36,43.5,3,21,0,T,T,1
New York,3/11/2014,66,45,55.5,14.8,9,0,0,0,0
New York,3/12/2014,56,32,44,3,21,0,0.35,0,0
New York,3/13/2014,32,18,25,-16.3,40,0,0,0,0
New York,3/14/2014,46,22,34,-7.6,31,0,0,0,0
New York,3/15/2014,58,42,50,8,15,0,0,0,0
New York,3/16/2014,42,30,36,-6.3,29,0,0,0,0
New York,3/17/2014,35,23,29,-13.6,36,0,0,0,0
New York,3/18/2014,43,28,35.5,-7.4,29,0,0,0,0
New York,3/19/2014,46,32,39,-4.2,26,0,0.92,0,0
New York,3/20/2014,54,40,47,3.4,18,0,0,0,0
New York,3/21/2014,51,39,45,1.1,20,0,0,0,0
New York,3/22/2014,63,41,52,7.8,13,0,0,0,0
New York,3/23/2014,42,27,34.5,-10.1,30,0,0,0,0
New York,3/24/2014,35,21,28,-16.9,37,0,0,0,0
New York,3/25/2014,39,26,32.5,-12.8,32,0,0,0,0
New York,3/26/2014,36,24,30,-15.6,35,0,0,0,0
New York,3/27/2014,44,22,33,-13,32,0,0,0,0
New York,3/28/2014,62,37,49.5,3.1,15,0,0.04,0,0
New York,3/29/2014,59,43,51,4.3,14,0,1.81,0,0
New York,3/30/2014,49,39,44,-3.1,21,0,0.35,0,0
New York,3/31/2014,56,36,46,-1.5,19,0,0.16,T,0
New York,4/1/2014,60,39,49.5,1.7,15,0,0,0,0
New York,4/2/2014,54,42,48,-0.2,17,0,0,0,0
New York,4/3/2014,67,46,56.5,7.9,8,0,0.07,0,0
New York,4/4/2014,47,40,43.5,-5.4,21,0,0.21,0,0
New York,4/5/2014,54,40,47,-2.3,18,0,0,0,0
New York,4/6/2014,61,36,48.5,-1.2,16,0,0,0,0
New York,4/7/2014,53,43,48,-2,17,0,0.52,0,0
New York,4/8/2014,64,46,55,4.6,10,0,0.34,0,0
New York,4/9/2014,61,45,53,2.2,12,0,0,0,0
New York,4/10/2014,58,42,50,-1.1,15,0,0,0,0
New York,4/11/2014,75,56,65.5,14,0,1,0,0,0
New York,4/12/2014,73,50,61.5,9.6,3,0,0,0,0
New York,4/13/2014,77,54,65.5,13.3,0,1,0,0,0
New York,4/14/2014,75,59,67,14.4,0,2,0,0,0
New York,4/15/2014,63,33,48,-4.9,17,0,0.71,T,0
New York,4/16/2014,49,31,40,-13.3,25,0,0.05,T,0
New York,4/17/2014,48,36,42,-11.6,23,0,0,0,0
New York,4/18/2014,49,35,42,-12,23,0,0,0,0
New York,4/19/2014,68,41,54.5,0.2,10,0,0,0,0
New York,4/20/2014,60,45,52.5,-2.2,12,0,0,0,0
New York,4/21/2014,67,41,54,-1,11,0,0,0,0
New York,4/22/2014,71,51,61,5.7,4,0,0.01,0,0
New York,4/23/2014,61,44,52.5,-3.1,12,0,0,0,0
New York,4/24/2014,62,42,52,-4,13,0,0,0,0
New York,4/25/2014,63,44,53.5,-2.8,11,0,0.02,0,0
New York,4/26/2014,67,46,56.5,-0.1,8,0,0.92,0,0
New York,4/27/2014,59,47,53,-3.9,12,0,0,0,0
New York,4/28/2014,67,45,56,-1.2,9,0,0,0,0
New York,4/29/2014,52,43,47.5,-10,17,0,0.03,0,0
New York,4/30/2014,52,41,46.5,-11.3,18,0,4.97,0,0
New York,5/1/2014,78,51,64.5,6.4,0,0,0.12,0,0
New York,5/2/2014,70,56,63,4.6,2,0,T,0,0
New York,5/3/2014,71,54,62.5,3.8,2,0,0.08,0,0
New York,5/4/2014,65,54,59.5,0.5,5,0,0.02,0,0
New York,5/5/2014,70,50,60,0.7,5,0,0,0,0
New York,5/6/2014,71,52,61.5,1.9,3,0,0,0,0
New York,5/7/2014,69,50,59.5,-0.3,5,0,0,0,0
New York,5/8/2014,59,53,56,-4.1,9,0,0.41,0,0
New York,5/9/2014,63,55,59,-1.4,6,0,0.04,0,0
New York,5/10/2014,83,57,70,9.3,0,5,0.37,0,0
New York,5/11/2014,82,60,71,10,0,6,0.03,0,0
New York,5/12/2014,85,64,74.5,13.3,0,10,0,0,0
New York,5/13/2014,73,53,63,1.5,2,0,0,0,0
New York,5/14/2014,71,52,61.5,-0.3,3,0,0.01,0,0
New York,5/15/2014,71,58,64.5,2.4,0,0,0.15,0,0
New York,5/16/2014,68,58,63,0.6,2,0,1.54,0,0
New York,5/17/2014,70,53,61.5,-1.1,3,0,0,0,0
New York,5/18/2014,67,51,59,-3.9,6,0,0,0,0
New York,5/19/2014,72,49,60.5,-2.7,4,0,0,0,0
New York,5/20/2014,78,53,65.5,2,0,1,0,0,0
New York,5/21/2014,74,63,68.5,4.7,0,4,0,0,0
New York,5/22/2014,67,59,63,-1.1,2,0,0.24,0,0
New York,5/23/2014,71,56,63.5,-0.9,1,0,0.91,0,0
New York,5/24/2014,70,57,63.5,-1.2,1,0,0.4,0,0
New York,5/25/2014,80,55,67.5,2.5,0,3,0,0,0
New York,5/26/2014,86,66,76,10.7,0,11,0,0,0
New York,5/27/2014,86,64,75,9.4,0,10,T,0,0
New York,5/28/2014,64,54,59,-6.9,6,0,0,0,0
New York,5/29/2014,66,51,58.5,-7.7,6,0,0,0,0
New York,5/30/2014,75,55,65,-1.5,0,0,T,0,0
New York,5/31/2014,73,57,65,-1.8,0,0,0.05,0,0
New York,6/1/2014,77,55,66,-1.1,0,1,0,0,0
New York,6/2/2014,80,59,69.5,2.1,0,5,0,0,0
New York,6/3/2014,87,65,76,8.2,0,11,0.12,0,0
New York,6/4/2014,82,63,72.5,4.4,0,8,0,0,0
New York,6/5/2014,76,61,68.5,0.1,0,4,0.87,0,0
New York,6/6/2014,76,61,68.5,-0.2,0,4,0,0,0
New York,6/7/2014,82,60,71,2,0,6,0,0,0
New York,6/8/2014,86,66,76,6.7,0,11,0,0,0
New York,6/9/2014,73,63,68,-1.7,0,3,1.6,0,0
New York,6/10/2014,77,65,71,1,0,6,0,0,0
New York,6/11/2014,70,61,65.5,-4.8,0,1,0.02,0,0
New York,6/12/2014,73,60,66.5,-4.1,0,2,0.07,0,0
New York,6/13/2014,79,65,72,1.1,0,7,1.28,0,0
New York,6/14/2014,74,60,67,-4.2,0,2,0,0,0
New York,6/15/2014,80,59,69.5,-2,0,5,0,0,0
New York,6/16/2014,81,63,72,0.2,0,7,0,0,0
New York,6/17/2014,89,71,80,7.9,0,15,0,0,0
New York,6/18/2014,89,76,82.5,10.2,0,18,0,0,0
New York,6/19/2014,77,68,72.5,-0.1,0,8,0.15,0,0
New York,6/20/2014,79,64,71.5,-1.4,0,7,0,0,0
New York,6/21/2014,78,62,70,-3.1,0,5,0,0,0
New York,6/22/2014,79,64,71.5,-1.9,0,7,0,0,0
New York,6/23/2014,81,65,73,-0.6,0,8,0,0,0
New York,6/24/2014,81,68,74.5,0.6,0,10,0,0,0
New York,6/25/2014,85,70,77.5,3.4,0,13,0.08,0,0
New York,6/26/2014,85,70,77.5,3.2,0,13,0.07,0,0
New York,6/27/2014,83,67,75,0.5,0,10,0,0,0
New York,6/28/2014,87,66,76.5,1.7,0,12,0,0,0
New York,6/29/2014,83,68,75.5,0.6,0,11,0,0,0
New York,6/30/2014,84,69,76.5,1.4,0,12,0,0,0
New York,7/1/2014,89,72,80.5,5.2,0,16,0,0,0
New York,7/2/2014,91,72,81.5,6,0,17,0.96,0,0
New York,7/3/2014,87,69,78,2.4,0,13,1.78,0,0
New York,7/4/2014,74,65,69.5,-6.3,0,5,0.14,0,0
New York,7/5/2014,81,63,72,-3.9,0,7,0,0,0
New York,7/6/2014,84,66,75,-1,0,10,0,0,0
New York,7/7/2014,90,72,81,4.9,0,16,0.04,0,0
New York,7/8/2014,91,71,81,4.8,0,16,0.39,0,0
New York,7/9/2014,88,71,79.5,3.2,0,15,0.09,0,0
New York,7/10/2014,83,72,77.5,1.1,0,13,0,0,0
New York,7/11/2014,86,71,78.5,2,0,14,0,0,0
New York,7/12/2014,85,71,78,1.4,0,13,0,0,0
New York,7/13/2014,83,72,77.5,0.9,0,13,0.03,0,0
New York,7/14/2014,84,72,78,1.3,0,13,0.46,0,0
New York,7/15/2014,86,72,79,2.3,0,14,1.3,0,0
New York,7/16/2014,81,68,74.5,-2.2,0,10,T,0,0
New York,7/17/2014,81,67,74,-2.8,0,9,0,0,0
New York,7/18/2014,81,64,72.5,-4.3,0,8,0,0,0
New York,7/19/2014,76,68,72,-4.8,0,7,0,0,0
New York,7/20/2014,80,66,73,-3.8,0,8,0,0,0
New York,7/21/2014,85,67,76,-0.8,0,11,0,0,0
New York,7/22/2014,86,71,78.5,1.7,0,14,0,0,0
New York,7/23/2014,88,72,80,3.2,0,15,0.19,0,0
New York,7/24/2014,80,70,75,-1.8,0,10,0,0,0
New York,7/25/2014,82,66,74,-2.8,0,9,0,0,0
New York,7/26/2014,81,69,75,-1.7,0,10,0,0,0
New York,7/27/2014,85,71,78,1.3,0,13,0.02,0,0
New York,7/28/2014,82,68,75,-1.7,0,10,0.19,0,0
New York,7/29/2014,76,64,70,-6.7,0,5,0,0,0
New York,7/30/2014,80,63,71.5,-5.1,0,7,0,0,0
New York,7/31/2014,82,68,75,-1.6,0,10,0,0,0
New York,8/1/2014,84,71,77.5,1,0,13,0,0,0
New York,8/2/2014,74,63,68.5,-8,0,4,0.41,0,0
New York,8/3/2014,76,66,71,-5.4,0,6,0.07,0,0
New York,8/4/2014,84,70,77,0.6,0,12,0,0,0
New York,8/5/2014,90,71,80.5,4.2,0,16,0,0,0
New York,8/6/2014,83,70,76.5,0.2,0,12,0,0,0
New York,8/7/2014,83,66,74.5,-1.7,0,10,0,0,0
New York,8/8/2014,83,65,74,-2.1,0,9,0,0,0
New York,8/9/2014,87,66,76.5,0.4,0,12,0,0,0
New York,8/10/2014,88,68,78,2,0,13,0,0,0
New York,8/11/2014,87,71,79,3.1,0,14,0,0,0
New York,8/12/2014,79,70,74.5,-1.3,0,10,0.19,0,0
New York,8/13/2014,82,68,75,-0.7,0,10,0.53,0,0
New York,8/14/2014,77,63,70,-5.6,0,5,0,0,0
New York,8/15/2014,73,61,67,-8.5,0,2,0,0,0
New York,8/16/2014,78,63,70.5,-4.9,0,6,0,0,0
New York,8/17/2014,82,66,74,-1.3,0,9,0.01,0,0
New York,8/18/2014,81,63,72,-3.2,0,7,0,0,0
New York,8/19/2014,83,63,73,-2.1,0,8,0,0,0
New York,8/20/2014,84,70,77,2,0,12,0,0,0
New York,8/21/2014,83,65,74,-0.8,0,9,0.35,0,0
New York,8/22/2014,79,65,72,-2.7,0,7,0.06,0,0
New York,8/23/2014,77,67,72,-2.5,0,7,0.01,0,0
New York,8/24/2014,80,64,72,-2.4,0,7,0,0,0
New York,8/25/2014,88,64,76,1.8,0,11,0,0,0
New York,8/26/2014,89,70,79.5,5.5,0,15,0,0,0
New York,8/27/2014,90,70,80,6.2,0,15,0,0,0
New York,8/28/2014,82,66,74,0.4,0,9,0,0,0
New York,8/29/2014,80,61,70.5,-2.9,0,6,0,0,0
New York,8/30/2014,80,65,72.5,-0.7,0,8,0,0,0
New York,8/31/2014,90,73,81.5,8.5,0,17,0.62,0,0
New York,9/1/2014,88,75,81.5,8.8,0,17,0,0,0
New York,9/2/2014,92,77,84.5,12,0,20,0,0,0
New York,9/3/2014,86,72,79,6.8,0,14,0,0,0
New York,9/4/2014,87,69,78,6,0,13,0,0,0
New York,9/5/2014,87,72,79.5,7.8,0,15,0,0,0
New York,9/6/2014,91,67,79,7.6,0,14,0.11,0,0
New York,9/7/2014,81,65,73,1.9,0,8,0,0,0
New York,9/8/2014,75,65,70,-0.8,0,5,0,0,0
New York,9/9/2014,73,63,68,-2.5,0,3,0,0,0
New York,9/10/2014,80,63,71.5,1.3,0,7,0,0,0
New York,9/11/2014,83,69,76,6.2,0,11,0,0,0
New York,9/12/2014,78,62,70,0.5,0,5,0,0,0
New York,9/13/2014,69,58,63.5,-5.6,1,0,0.26,0,0
New York,9/14/2014,71,53,62,-6.8,3,0,0,0,0
New York,9/15/2014,71,55,63,-5.4,2,0,0,0,0
New York,9/16/2014,70,58,64,-4,1,0,0.37,0,0
New York,9/17/2014,73,55,64,-3.7,1,0,0,0,0
New York,9/18/2014,76,57,66.5,-0.8,0,2,0,0,0
New York,9/19/2014,66,54,60,-6.9,5,0,0,0,0
New York,9/20/2014,75,57,66,-0.5,0,1,0,0,0
New York,9/21/2014,75,67,71,4.9,0,6,0.15,0,0
New York,9/22/2014,71,55,63,-2.7,2,0,T,0,0
New York,9/23/2014,71,52,61.5,-3.8,3,0,0,0,0
New York,9/24/2014,71,58,64.5,-0.4,0,0,0,0,0
New York,9/25/2014,64,57,60.5,-4,4,0,0.32,0,0
New York,9/26/2014,77,58,67.5,3.4,0,3,0,0,0
New York,9/27/2014,83,60,71.5,7.8,0,7,0,0,0
New York,9/28/2014,84,64,74,10.7,0,9,0,0,0
New York,9/29/2014,79,67,73,10.1,0,8,0,0,0
New York,9/30/2014,71,62,66.5,4,0,2,T,0,0
New York,10/1/2014,65,61,63,0.9,2,0,0.02,0,0
New York,10/2/2014,70,61,65.5,3.8,0,1,0,0,0
New York,10/3/2014,71,56,63.5,2.2,1,0,0,0,0
New York,10/4/2014,69,52,60.5,-0.4,4,0,1.18,0,0
New York,10/5/2014,61,46,53.5,-7,11,0,0,0,0
New York,10/6/2014,69,50,59.5,-0.7,5,0,0,0,0
New York,10/7/2014,71,63,67,7.2,0,2,0.06,0,0
New York,10/8/2014,73,62,67.5,8.1,0,3,0.04,0,0
New York,10/9/2014,68,55,61.5,2.4,3,0,0,0,0
New York,10/10/2014,64,52,58,-0.7,7,0,T,0,0
New York,10/11/2014,60,50,55,-3.4,10,0,0.33,0,0
New York,10/12/2014,63,48,55.5,-2.5,9,0,0,0,0
New York,10/13/2014,65,52,58.5,0.8,6,0,0.05,0,0
New York,10/14/2014,76,63,69.5,12.2,0,5,0,0,0
New York,10/15/2014,77,69,73,16,0,8,0.69,0,0
New York,10/16/2014,71,61,66,9.3,0,1,1.11,0,0
New York,10/17/2014,71,59,65,8.6,0,0,0,0,0
New York,10/18/2014,70,56,63,6.9,2,0,0,0,0
New York,10/19/2014,56,44,50,-5.8,15,0,0,0,0
New York,10/20/2014,60,42,51,-4.5,14,0,0,0,0
New York,10/21/2014,67,55,61,5.8,4,0,0.11,0,0
New York,10/22/2014,58,50,54,-0.9,11,0,1.51,0,0
New York,10/23/2014,53,50,51.5,-3.1,13,0,0.61,0,0
New York,10/24/2014,63,51,57,2.7,8,0,0,0,0
New York,10/25/2014,67,50,58.5,4.5,6,0,0.01,0,0
New York,10/26/2014,63,53,58,4.3,7,0,T,0,0
New York,10/27/2014,63,48,55.5,2,9,0,0,0,0
New York,10/28/2014,72,53,62.5,9.3,2,0,0,0,0
New York,10/29/2014,72,51,61.5,8.6,3,0,T,0,0
New York,10/30/2014,59,47,53,0.4,12,0,0,0,0
New York,10/31/2014,55,45,50,-2.4,15,0,0.05,0,0
New York,11/1/2014,47,42,44.5,-7.6,20,0,0.35,0,0
New York,11/2/2014,48,41,44.5,-7.3,20,0,0,0,0
New York,11/3/2014,61,39,50,-1.5,15,0,0,0,0
New York,11/4/2014,68,53,60.5,9.2,4,0,0,0,0
New York,11/5/2014,64,56,60,9,5,0,0,0,0
New York,11/6/2014,57,48,52.5,1.8,12,0,0.37,0,0
New York,11/7/2014,53,40,46.5,-3.9,18,0,0,0,0
New York,11/8/2014,48,36,42,-8.1,23,0,0,0,0
New York,11/9/2014,57,46,51.5,1.7,13,0,0,0,0
New York,11/10/2014,61,44,52.5,3,12,0,0,0,0
New York,11/11/2014,64,49,56.5,7.3,8,0,0,0,0
New York,11/12/2014,65,47,56,7.1,9,0,0,0,0
New York,11/13/2014,48,36,42,-6.6,23,0,0.2,T,0
New York,11/14/2014,42,35,38.5,-9.8,26,0,0.06,T,0
New York,11/15/2014,42,33,37.5,-10.5,27,0,0,0,0
New York,11/16/2014,45,35,40,-7.7,25,0,0.03,0,0
